p2518	t1735
p13096	t838
p2046	t24
p1398	t236
p6910	t301
p3371	c7
p4302	t33
p8647	t1216
p10563	t986
p12343	t10
p6879	a6650
p13970	a6873
p13408	c18
p1976	t2352
p8007	t840
p10301	t19
p10095	t60
p12574	t128
p5267	t60
p12456	a14024
p949	t1306
p8451	t1419
p9713	t845
p4286	t7893
p9441	t433
p10535	a13482
p11723	t1
p6358	t17
p2061	t423
p12726	t194
p922	t4
p9458	a13143
p3457	t53
p6904	t36
p2150	t1975
p4376	t78
p9869	t36
p13037	a6878
p4457	t2294
p5158	t1223
p13279	a188
p8629	t579
p5604	t1254
p3257	t460
p8411	t60
p4405	t8654
p10822	t573
p9960	t1353
p3081	t36
p11886	a2373
p11452	a7829
p11334	t901
p14304	t19
p2437	t78
p554	t2932
p2586	a9428
p6441	a1012
p491	a2133
p4721	a5964
p13108	t4927
p13601	t6612
p1063	t1821
p11622	a6905
p6495	c10
p14150	t2165
p1237	t3727
p5830	t1958
p9825	t10
p530	c1
p9179	t1
p13477	a4622
p1949	a1276
p9547	t120
p4986	a6261
p12152	c17
p5771	a2448
p959	t2507
p4671	t60
p7763	t537
p11217	a7239
p6068	t2301
p3282	a6411
p12674	t4021
p1571	t113
p10877	a8468
p8840	t1
p30	c1
p6808	c10
p2887	a9814
p2230	t4
p3325	a10938
p8997	t19
p3362	c7
p4723	a6552
p5555	t550
p2880	t1293
p645	c1
p1516	t887
p7241	t535
p13632	t2731
p13663	a4780
p7621	a3385
p11336	t1968
p9675	t3435
p11015	t2122
p7251	a4931
p3415	t518
p1245	t19
p8507	t3068
p5403	t5319
p6360	t166
p627	t43
p2717	c4
p13386	t601
p3592	c7
p10328	t1136
p5390	a5556
p4424	t1
p11993	t950
p7945	t2154
p11230	t1922
p5034	t19
p6235	a3109
p8461	a11646
p9305	a6395
p5781	t1118
p5197	a3352
p70	c1
p12675	t1811
p12325	a6549
p9340	t2478
p13894	t345
p6789	t386
p9618	t1804
p6484	t315
p13088	t1647
p6317	t60
p2303	a6011
p3308	t1194
p13098	t53
p8517	t36
p12423	c17
p11956	t19
p271	t37
p3129	t33
p2723	t330
p1798	t853
p1655	t614
p9323	t924
p8886	t278
p13804	a11317
p4406	c7
p12721	t1156
p7832	c11
p10175	t323
p1839	t60
p3068	a4429
p13213	a12960
p4049	t308
p12738	c18
p9767	t7243
p6814	t490
p10217	t221
p136	t7
p7927	c11
p5601	t2679
p3255	t5139
p12538	a6534
p9528	t10
p612	t49
p11533	t60
p12036	a833
p12270	a4641
p11122	t53
p6380	t294
p5282	t4131
p3511	t3429
p5446	t835
p5691	t196
p9724	a4133
p4063	a9701
p11509	a369
p8180	t1
p3334	a6524
p6800	a972
p4577	t520
p243	t1749
p5641	t352
p11176	a5101
p10674	c16
p10527	t986
p1417	t24
p8753	a10268
p10843	a6581
p1037	t56
p5178	a6554
p9926	t19
p10203	t143
p12849	t436
p5140	a1983
p7460	a9720
p4732	t4517
p2017	t600
p5748	t2659
p424	t696
p12311	t490
p330	t49
p4228	t1882
p1969	a2586
p12289	t52
p2252	t838
p2083	a714
p10931	c16
p13052	t79
p5045	t769
p8092	a10428
p2984	t715
p7477	a6213
p5476	t5351
p13626	t1603
p7250	a305
p3402	t1050
p1230	t3721
p12337	t2211
p9470	a4727
p7685	t2854
p12187	t484
p12696	a5632
p13394	t19
p2630	t413
p3839	t423
p3800	t437
p791	a2667
p2760	t1660
p1882	t399
p11645	c17
p10143	t43
p5206	t12
p3623	a5165
p8536	c12
p7867	t124
p13962	t4547
p13335	t5673
p8630	a5568
p9556	c14
p9666	a5795
p12106	t106
p12863	c18
p5909	a1247
p3138	t598
p3964	t19
p5652	t10
p10327	a4010
p6940	t3120
p9356	t43
p9398	a4703
p6864	t19
p2363	c3
p8066	t202
p7280	t3586
p13762	t435
p2723	t486
p4111	t676
p14055	a2097
p4258	t60
p7283	a5066
p4711	t2061
p4810	a593
p8560	a6950
p11213	t4
p4995	a2567
p585	t19
p711	c1
p12195	a4303
p1142	t252
p11645	t714
p10997	t1
p6221	t43
p11117	t527
p2757	t3585
p8982	t144
p13994	t321
p12207	t767
p4526	a3227
p4231	t2223
p10145	t60
p476	t296
p4549	a5238
p12873	c18
p2662	t2200
p8299	t190
p13755	a4933
p1049	t19
p9717	c15
p470	t2787
p990	a1907
p10898	c16
p8892	t1981
p6428	a2795
p2191	a8196
p7734	t338
p9790	a7696
p8083	t674
p5372	t1047
p386	t327
p2451	a3048
p10019	t454
p6537	t2609
p10214	t60
p7950	t417
p3972	t426
p14029	t1196
p12929	t601
p7628	t53
p6453	a6370
p3908	c7
p5250	t2482
p1353	t3275
p9968	t3103
p3884	t2161
p12713	t607
p13798	a7239
p13276	t2855
p8800	a6295
p2626	t573
p7995	t1603
p2616	a9889
p8244	a12817
p4975	t408
p556	a993
p6172	t304
p1149	t300
p7451	t5215
p4229	a11319
p7097	t1549
p4882	a10418
p330	t106
p12082	a8037
p10742	t430
p2405	a6316
p8656	a7728
p5917	t520
p7461	t1372
p4762	t320
p2135	t79
p6140	t1247
p10706	t688
p5092	c8
p13281	t1
p6879	t60
p12022	c17
p7668	t206
p9265	a842
p13374	t36
p14197	t43
p4884	t353
p2767	t4
p13493	a7720
p5807	a2035
p7984	c11
p3013	t486
p4512	t1366
p10303	t822
p2525	a8968
p10411	t7437
p14162	t103
p5080	t3682
p12038	t15
p11818	a4309
p2088	t502
p12258	a11554
p5211	t226
p5280	a1432
p12685	c18
p934	t1267
p2166	t925
p1435	t33
p2685	t678
p1694	t33
p8781	a425
p12034	a13917
p7436	t387
p12602	t19
p5453	a2400
p12505	t62
p4543	t548
p8359	t4
p5266	t33
p12642	t60
p785	a2146
p5331	t2134
p2912	t408
p1803	t2087
p5517	t2
p13093	t474
p4873	t1433
p11791	a13856
p8599	c12
p6536	t1212
p261	t10
p12683	t4
p1482	t43
p10599	t573
p10206	t1212
p8387	c11
p7309	t586
p8025	t878
p6744	t586
p3147	t60
p8319	t1413
p2181	a3040
p1974	a4344
p2009	t817
p12517	a4434
p10083	c16
p14137	t1169
p381	t36
p8598	t2074
p395	t19
p5578	a11911
p5074	t338
p8551	a10147
p84	t1240
p4497	a10193
p10268	t2128
p8266	t369
p739	a2587
p13570	t972
p13734	t19
p330	a280
p7675	t715
p2251	t43
p9805	a3413
p3766	a4449
p12547	t423
p4037	t5743
p4743	t786
p11995	t20
p9425	t97
p9455	c14
p6732	t4146
p4022	t893
p9857	t432
p12063	t4092
p3101	t327
p12649	a9317
p8725	t102
p452	a2050
p7255	t264
p7432	t3652
p1699	c2
p11207	t113
p1089	t537
p11725	t1975
p6684	c10
p6177	t527
p9767	a5485
p13967	t474
p4634	t51
p5725	a102
p5475	a3461
p4769	a9261
p402	a1041
p10468	t62
p9549	a6057
p12950	t33
p6618	c10
p4174	t2243
p10707	a7440
p10277	a7951
p6055	t60
p10666	t432
p2523	c3
p11874	t179
p7748	t4065
p10727	t60
p1838	t2161
p9207	t617
p2615	t902
p1640	a7651
p10101	t1
p678	t2097
p724	t1290
p2136	a1440
p1547	a863
p1570	t10
p96	t1075
p13816	t1
p9859	a7609
p10211	a8436
p8856	a9551
p4975	a575
p4178	t33
p14101	t33
p1137	a243
p10012	t33
p4706	t417
p7619	a1358
p11798	t535
p9306	c14
p3038	a7094
p2332	t78
p6736	c10
p13416	a6710
p11766	a4657
p12909	t19
p9498	t115
p11816	t33
p5106	t5437
p11944	t763
p7000	t12
p10541	t525
p4244	c7
p2112	c2
p1703	t60
p7531	t4
p2905	t674
p13096	t36
p6844	t2855
p10376	t19
p6330	t1
p14090	t675
p9976	a4478
p5591	t520
p8462	a893
p3078	t162
p9377	c14
p4248	a3303
p12696	t7020
p12450	t8135
p14271	t8647
p8327	t43
p11382	t283
p3403	a9706
p845	t47
p192	t60
p7753	t1135
p486	t358
p5574	t830
p9680	t842
p2100	t622
p2965	t221
p7524	c10
p2813	c5
p2357	t53
p12908	t33
p8703	t3018
p10915	t461
p10101	t51
p8567	a12995
p12379	t8103
p6642	t6084
p10388	a5723
p7481	a2469
p14216	t2527
p14116	t2106
p13801	t536
p11634	a7829
p12683	a6144
p5825	a3111
p3	t45
p12990	t103
p91	t33
p1356	a2497
p1022	t2586
p1946	t345
p4181	t4
p14259	a3468
p7759	a12641
p6997	t1251
p11279	a3796
p7002	t97
p9386	c14
p7475	t12
p9178	a6060
p11357	t573
p9416	c14
p10111	t668
p6117	t154
p11053	t7589
p7156	t60
p10637	c16
p1267	a3313
p7008	t238
p9930	t2157
p6222	a6178
p2905	t596
p7319	a2639
p5429	t596
p13651	t2164
p3755	a11150
p3949	a4567
p2632	t432
p11516	a13785
p1288	a1926
p3360	a10888
p1323	t212
p13859	t798
p3848	t4
p12355	a4717
p10456	t838
p9018	a252
p13290	t316
p10226	a5311
p10891	t2046
p1555	a928
p5609	t1155
p11410	t1
p10954	t55
p9390	t2474
p1916	t426
p13443	t19
p4352	t423
p3085	t317
p13396	t345
p10738	t1409
p5962	t4517
p14301	t460
p13512	a14283
p13800	t36
p4164	t426
p8823	t802
p2689	t2854
p5704	t4
p5386	a2035
p11293	a7511
p8883	t20
p5059	t1476
p5789	t115
p5063	t5405
p2124	t4090
p4497	c7
p14116	t313
p4724	t19
p4743	t1674
p14303	t5867
p9007	t520
p2323	t33
p5873	t33
p5235	t277
p14347	t51
p8779	a6281
p11922	t558
p2103	a6013
p3878	a11190
p1971	t43
p1261	t106
p9122	c14
p7035	t19
p3541	t435
p9754	a743
p4421	a11381
p2778	t218
p7670	t426
p8736	a4089
p2463	c3
p6120	t3206
p3726	t106
p13750	a7239
p1052	a3032
p7727	t1992
p10784	t4
p10644	c16
p12124	a13949
p749	t115
p945	t224
p304	t1058
p2632	t763
p3495	t2369
p5674	a10045
p12992	a9494
p6807	a2568
p7908	t163
p5085	a317
p508	t297
p91	t638
p1386	t59
p5761	t648
p2093	t78
p13101	t14
p1959	t481
p8649	t887
p13216	t141
p11406	t1827
p4328	t149
p2758	t626
p804	t4
p4397	a11119
p7815	t3992
p3461	t24
p4893	c8
p11480	a13773
p4288	t435
p1001	t330
p6476	t692
p9606	a3528
p7787	t1338
p9563	t617
p12813	t622
p7108	a12104
p8066	t2194
p6488	c10
p783	t2609
p580	c1
p6053	t5705
p9173	t423
p1761	t1485
p2636	t330
p5358	a1900
p5855	t1010
p11926	a13797
p12204	t804
p5689	a4987
p11841	t19
p144	t1428
p1412	c1
p9574	a2821
p9968	t1
p1512	a331
p11779	a3227
p380	t12
p1685	t19
p12741	a4791
p800	a1518
p3824	a11178
p9146	t19
p12227	c17
p4760	a2781
p11855	t5951
p7720	t1069
p12236	a4933
p14370	t4650
p14078	t8590
p14057	a6059
p13425	t1513
p9845	t219
p4339	t4
p5824	t516
p7992	c11
p2327	t4195
p14069	t840
p4902	a2532
p9575	a12008
p3174	t1975
p10475	t4
p599	a2369
p6672	t36
p10657	c16
p6682	t454
p8283	t2745
p11209	t617
p12240	a161
p4665	a9137
p2118	c2
p805	a2691
p9460	a10185
p2952	t144
p13945	t5
p11043	t686
p2504	t4493
p1829	t144
p10353	t597
p12876	t345
p1315	t19
p130	t591
p9294	t474
p10074	t2219
p5572	t179
p14179	t1
p6838	t225
p4226	t285
p977	t1161
p4102	t4
p10101	t7302
p5736	t3688
p12217	t520
p14374	a8209
p12154	c17
p970	t2074
p2191	t19
p5943	t2951
p6089	t43
p1795	a7847
p12138	t236
p10868	t163
p4148	t1012
p2548	a594
p10522	a214
p299	t997
p12212	t878
p12211	t5342
p12789	c18
p12292	t19
p10541	t386
p2788	t1026
p2145	t413
p11650	t2061
p7387	t75
p8467	t6823
p1765	a6695
p12739	a4288
p5615	t2822
p10810	a4826
p9513	t1295
p9131	t487
p9573	t2554
p7929	t441
p13899	a392
p7261	t1
p141	t60
p2447	t19
p8794	t2474
p10423	t573
p13390	c18
p1911	t19
p2811	t267
p11729	t51
p9730	t817
p7256	t116
p11767	c17
p2756	c4
p5563	t33
p12949	t426
p12447	t141
p6678	a4077
p4665	t19
p11475	t423
p4399	t446
p1705	c2
p10909	t556
p8743	t33
p2880	t2256
p1600	t427
p1465	a3600
p5379	c9
p10859	a569
p2375	c3
p14189	a752
p5587	t3467
p8274	t206
p6130	t3575
p6113	t60
p9695	t1353
p11338	t640
p3384	t33
p8803	t1294
p10097	t1538
p381	t1811
p12180	a7655
p7188	t1738
p4162	t51
p10142	t40
p466	c1
p9575	t2353
p1155	t62
p2481	t212
p5016	t71
p11948	a9010
p12619	a5837
p9948	t345
p8686	t965
p11262	c17
p5671	t2398
p1301	t825
p7483	t224
p653	t884
p14055	a5249
p8014	a10367
p5433	a8572
p5234	t4903
p4393	t8738
p7695	t4468
p4468	t426
p829	t218
p819	t3123
p4504	t984
p10614	t2611
p6846	c10
p2234	a777
p1611	a7615
p780	t1024
p6654	t64
p14326	a5411
p9292	t7129
p9086	c13
p10785	t552
p8434	t6810
p12325	t2252
p5124	t1
p12609	t2059
p12812	c18
p7708	a4867
p4100	c7
p4213	t630
p10430	a4026
p4227	c7
p241	t224
p3828	t1579
p5217	t19
p18	c1
p1947	t60
p13159	t1317
p4098	a4530
p12616	a9273
p3263	t508
p1386	t136
p12660	t345
p5420	t426
p771	t3219
p6097	t202
p2988	a4780
p12389	a6684
p13071	c18
p14360	t43
p9981	t7304
p7648	t225
p12530	a11449
p3100	t1400
p9369	t612
p9753	a3769
p9278	t1388
p4348	a8658
p3200	t426
p8455	a5399
p13923	t426
p11811	a6622
p10357	a7657
p1154	t3600
p14210	t60
p10106	t1161
p13547	a6332
p5145	t413
p2046	t325
p1928	t425
p6642	t43
p12625	a6605
p1907	t1839
p7459	t5618
p9281	c14
p1421	a2068
p316	t2514
p6865	a2571
p14229	a9886
p9082	a7058
p897	t3332
p10190	t221
p6804	t1785
p8648	t1644
p4864	t2022
p8116	t108
p9737	a8793
p10800	c16
p7960	t4519
p3201	t392
p2307	a8327
p10181	a6960
p13975	t503
p7150	t60
p8152	t51
p2760	t637
p6229	t262
p5233	t1413
p2750	a5443
p9585	a6143
p1308	t51
p3379	t38
p13861	t932
p3759	a4547
p2049	a8084
p12858	t550
p370	t166
p8340	c11
p13111	a8574
p9767	a4514
p8361	t24
p1202	t60
p4995	t364
p11951	t316
p13168	t1192
p2496	t4478
p11322	t235
p14049	c19
p12070	a11005
p13441	t169
p13570	t8445
p13578	a14298
p5060	t115
p10586	a10337
p7727	t4447
p6207	t2210
p4192	t206
p2997	a9448
p5214	t2925
p10043	t7326
p392	a1911
p5312	c9
p14102	t423
p5386	t1474
p7479	t5897
p4410	t2576
p8564	a1698
p11057	t3391
p2935	t144
p2122	t410
p3292	t469
p6148	t60
p4467	t740
p6309	t3757
p6943	t969
p10756	t432
p3374	t19
p5304	c9
p14243	a12549
p13621	t3686
p13951	a11106
p2216	t4835
p740	t1665
p3514	t148
p11797	t4442
p13377	a7928
p6333	t1043
p13096	t423
p2820	t2986
p314	t1296
p10340	a8118
p12617	t435
p12990	t53
p6765	t1120
p4629	a7868
p4150	t369
p8323	t794
p9016	t1070
p10030	t527
p11826	t132
p8284	a8354
p11571	t5745
p10231	t330
p9910	a13271
p10491	t7461
p1905	t630
p7424	t6389
p4490	a11415
p11687	t426
p11111	a6880
p510	t144
p6444	t426
p9572	t43
p5537	t4
p10734	t108
p2570	a4467
p8875	t3561
p1331	t121
p5559	t379
p10165	a9467
p12747	t1
p3552	t778
p8424	t164
p3540	t5741
p4724	t426
p4330	t36
p13789	t1524
p214	a1528
p6851	t1835
p11776	t617
p9085	t7024
p11979	t19
p5602	a1980
p4223	t546
p10603	t43
p13682	t537
p1892	t1026
p2461	a5809
p7661	a11829
p12670	t33
p4092	t432
p2585	a9428
p12189	t263
p10920	t680
p9222	t503
p13949	t304
p1912	a147
p437	t140
p3876	a7617
p8520	t4923
p5517	c9
p11150	t7546
p5884	t673
p14350	a12115
p7669	t33
p6154	t1132
p1444	a3584
p9144	t1058
p2012	t432
p10536	t724
p2662	t163
p5989	c10
p8079	t2066
p2079	t102
p3448	t612
p6270	t90
p12205	t643
p3076	t313
p12337	t2055
p9762	t179
p4935	t36
p11286	t5746
p1511	t78
p4336	c7
p5584	t783
p5062	t1016
p1490	c1
p7308	t202
p6682	t2017
p13295	t144
p3108	t53
p1697	c2
p3535	a10400
p10159	a8852
p3665	t5805
p2548	t60
p8816	t88
p8066	a3143
p4833	a10490
p13538	t449
p3861	t4
p10576	t4146
p3709	a6598
p9117	a7010
p10638	t19
p4125	a6854
p10884	t60
p12021	a6622
p7134	t266
p12382	a14003
p149	a1391
p9223	a1386
p1708	t290
p2386	c3
p383	t1136
p13699	t179
p13612	t2612
p13034	a1838
p9319	t935
p10691	t453
p4279	a3093
p5090	t426
p13524	t19
p12622	a7623
p1611	t510
p12071	t513
p4435	t825
p9157	a5631
p942	a1802
p7282	t19
p13327	t53
p13485	t786
p7819	t720
p13874	t1936
p1512	t3172
p10767	t483
p6907	t385
p1489	t408
p10424	a13448
p12460	a6403
p3631	t442
p4883	t2625
p215	t740
p12874	t513
p6739	t657
p11495	a880
p5872	t753
p10883	t5321
p11270	t1856
p7542	c10
p7677	t115
p191	t1592
p12409	t3182
p6454	a2647
p8640	a6210
p690	t308
p1364	t12
p7288	t60
p10138	a5720
p8901	t746
p9721	a3230
p6308	a12210
p8249	a12818
p7804	a4248
p13399	t106
p6728	a2096
p8865	t1909
p7483	t4483
p8333	a9989
p12109	a6625
p6722	t920
p12488	t345
p5474	t5349
p13747	c18
p10318	t1132
p8586	c12
p3767	a4309
p12752	a675
p8869	t635
p5668	t19
p10459	a4062
p3096	t1766
p13836	t1912
p3462	t235
p11296	t529
p8	t124
p12842	t1139
p8792	t1258
p12118	t5049
p11092	t221
p3334	a6037
p8910	t217
p6315	t36
p710	c1
p3781	t914
p8516	t212
p2453	t1047
p3611	t106
p5386	t1294
p2302	a8315
p4507	t453
p346	t673
p2266	t1260
p2279	t19
p2533	a3922
p10575	t53
p982	t969
p770	t37
p2541	t3531
p5741	t12
p4862	t8849
p13087	a4970
p8842	t1508
p6013	t730
p7131	t60
p11197	t1156
p7728	t6493
p3131	t313
p7244	t367
p10153	t4
p5677	t120
p8958	t579
p3060	t3612
p13243	t475
p1921	a7966
p8340	t1991
p6080	t1466
p13528	t79
p12734	t446
p4041	a4494
p4091	t426
p5621	c9
p8405	t19
p13194	t7919
p13546	t19
p4079	c7
p2383	t1553
p8521	c12
p12742	t222
p13561	t192
p10029	t1509
p11187	t3268
p4553	a6059
p6663	t704
p7688	c11
p6990	t19
p13657	t3209
p10128	a343
p12056	t2575
p12292	t8071
p6019	t19
p1719	t438
p2866	a6274
p5582	c9
p5511	a6353
p871	t1015
p14177	t1656
p9722	t476
p3016	a10121
p5757	a11955
p5947	t3610
p4656	a6235
p10757	t864
p9414	a13141
p11768	t33
p8079	a4827
p3205	t65
p3042	t2948
p13584	t658
p14246	a8034
p3774	t1163
p12441	t438
p89	a1247
p545	t2914
p9401	c14
p9406	t19
p7433	t1068
p11031	t7580
p8498	c12
p4613	a4705
p14317	t573
p10142	a13347
p562	t1338
p5814	t410
p8494	t425
p2349	c3
p6533	t186
p1374	c1
p1797	c2
p3112	t520
p815	t1136
p314	t36
p10187	t573
p8810	t37
p8670	t221
p5494	t60
p3098	t166
p2711	t282
p4079	t617
p14207	t79
p10174	t476
p3830	t3243
p4749	t5318
p4903	a1759
p23	t128
p1726	a7782
p706	t3128
p14281	c19
p3619	a11081
p1873	t473
p4637	a3681
p9734	t5227
p13032	a4336
p5978	a11824
p6589	a2285
p3023	t221
p4032	t10
p12536	t2064
p13766	a11227
p4904	t442
p12182	t60
p2805	t88
p1434	t1163
p5576	a2867
p3349	t217
p8060	a320
p6629	t484
p11102	a6099
p9920	t649
p13719	t43
p7666	t674
p3129	t1811
p2765	t1968
p6026	a5210
p6795	a2579
p6970	t2063
p13368	c18
p5192	c8
p11442	t1539
p9627	a12040
p6087	a1445
p5314	t51
p5581	t768
p3010	t426
p5307	t1068
p2918	t1996
p170	t902
p14090	a8049
p14372	t10
p13989	a14053
p6986	a3150
p9940	t370
p7460	t689
p11258	c17
p10242	a2155
p10009	t7317
p12579	t601
p7610	t6399
p13161	a12336
p9628	c15
p13183	t392
p6846	t331
p1075	a2420
p5647	t1550
p5843	t740
p9891	t19
p5979	t746
p5044	t49
p8831	t866
p3671	t2050
p4560	c7
p4126	t453
p9946	t476
p13189	t232
p1813	t2117
p5007	t402
p7810	t550
p6294	a1020
p5305	a1673
p2765	a9959
p2468	t997
p1005	c1
p10755	a10263
p14364	t179
p8274	t834
p6225	a1708
p421	t1
p4955	t516
p1358	t4
p9237	t1569
p9685	a6255
p1433	t1985
p6238	t1941
p12176	a6441
p5133	t106
p3330	a4543
p7526	t33
p7406	t1746
p6842	t489
p2075	t597
p8062	t263
p9160	t1848
p6803	t338
p5010	t2068
p9812	a3414
p13452	t19
p10676	t485
p1910	t834
p13254	a14230
p1311	t58
p8634	c12
p12630	c18
p13471	t106
p6272	t2183
p6339	t2657
p13577	t106
p12230	t811
p11460	t846
p5136	t896
p5239	t4080
p3446	t235
p1846	a340
p5611	t2340
p10429	c16
p10564	t678
p8361	t36
p12576	t7973
p4284	a4971
p4206	a8113
p3872	t3341
p3630	t5793
p10812	t221
p5626	t3875
p13617	t474
p8900	t221
p3984	c7
p13829	t128
p2893	t626
p6163	t37
p505	c1
p1150	t60
p3148	a6023
p422	t870
p8603	t573
p13399	a5954
p536	t352
p10519	t19
p11917	t474
p10817	t643
p6312	t410
p8677	a2684
p6489	t820
p2381	t1320
p9645	a3093
p12877	t142
p11488	t1489
p11295	a13713
p5864	t60
p13660	c18
p10837	t838
p14342	t864
p5258	t5250
p2604	t33
p8409	c11
p1885	a3101
p958	a2911
p7060	t10
p6129	t33
p11416	t330
p627	t12
p2980	t19
p10714	a8881
p5535	t12
p8618	t484
p11447	t617
p14328	t43
p8639	t426
p11501	t612
p2780	t219
p4438	c7
p12122	a10781
p2339	t1260
p9230	t19
p8046	t2530
p7365	t3408
p723	t58
p11828	a4519
p429	t2704
p14360	t537
p6564	a10641
p4160	a6028
p3780	t37
p1091	t3608
p685	t1337
p799	t51
p10756	t1562
p6701	t1909
p7159	t1
p2680	t4643
p10456	t529
p869	t722
p2172	t423
p8611	t400
p3187	t2714
p13605	a4303
p6351	t1314
p6489	t6017
p13170	t426
p7208	t769
p5949	c10
p11321	t100
p13292	t4147
p522	t2863
p1415	a10
p7772	a3138
p8776	t376
p11990	c17
p4953	t4260
p3988	t5739
p2902	t37
p4525	a11448
p11106	t368
p12044	t5388
p8424	t79
p3924	t735
p13259	a56
p5899	a9653
p660	a2465
p8930	t573
p10701	t1
p13077	t474
p2577	a4056
p9311	a7223
p13936	a10153
p3876	t283
p8987	t835
p9662	t7213
p2830	t177
p4960	a11572
p12122	t1811
p10392	c16
p12139	t43
p2565	t43
p7622	t288
p4695	t442
p8054	t1462
p3417	t263
p5917	a5719
p5096	t1239
p4268	t261
p758	t299
p12487	t426
p6855	t1569
p7117	a1753
p9429	t626
p587	t46
p6869	c10
p2321	t43
p3583	t4565
p4486	t142
p2602	t263
p3728	a4739
p13190	a6672
p3527	t657
p13143	t490
p719	t3137
p13985	a6299
p10224	t2030
p5053	t503
p4937	a5229
p2141	t426
p3005	t4954
p14037	a6439
p22	t1
p2300	t345
p8729	t4136
p3981	c7
p5963	t1190
p8581	t417
p7594	t1136
p10082	t60
p9698	a7803
p14245	t1188
p13563	a4934
p10230	a13376
p2758	t53
p11270	t425
p3013	t861
p7082	t43
p1769	t984
p1990	t452
p3159	a8828
p9262	t5728
p1976	t4
p13457	t311
p7407	t819
p5714	t19
p6307	t78
p5941	t919
p2233	t4
p14323	t423
p2081	t358
p9803	a11148
p3337	t103
p4564	t78
p10058	c16
p4612	t13
p13986	t370
p10332	a12943
p12173	a2185
p2738	t55
p8741	t106
p6312	a6271
p12889	a6347
p4922	t118
p9769	t3138
p5457	c9
p4473	c7
p8647	t426
p12805	t285
p14247	t3189
p4073	t168
p5621	a4815
p7858	t43
p6020	t79
p12403	a9661
p13675	t52
p359	t1273
p2245	t43
p1244	a423
p6600	c10
p1178	a60
p7093	a1896
p8575	t426
p13909	t1204
p2917	t4894
p1385	c1
p9509	t43
p9151	t261
p9079	a1022
p14155	t202
p9491	c14
p3911	c7
p7879	c11
p9845	t1306
p9620	a6618
p5744	t2215
p1604	t60
p186	t1030
p904	t1
p13828	t425
p1515	a3292
p10058	t37
p4844	t30
p12658	t518
p10177	t5662
p5563	t398
p10952	t103
p1059	t586
p10159	t7365
p8988	a6529
p7934	t233
p9588	t459
p3351	t345
p8918	t3646
p10867	a12120
p6632	t2975
p466	t2783
p3453	t1
p9636	t426
p1480	t4
p10681	t53
p11781	t2850
p4186	t330
p3914	t821
p3208	t1996
p9622	t408
p2503	a3414
p4870	t8854
p10153	t674
p3113	t965
p2445	c3
p8065	t43
p8447	c11
p12726	t7774
p10559	t19
p6258	t181
p3628	t345
p12064	a4489
p7126	t6270
p12023	a4675
p8565	t461
p8860	t6962
p1442	a3561
p10109	t4472
p12723	t974
p5583	t53
p9938	t4574
p10986	t378
p3125	t78
p5451	t19
p8427	a2403
p2748	t2535
p5371	a2824
p10438	t1508
p1882	t113
p1199	t3691
p12817	t43
p6328	t17
p4270	t1529
p7683	t1536
p4913	a2807
p7431	c10
p688	t12
p8071	c11
p8911	t741
p8249	t3113
p1586	t4162
p14145	a4738
p2911	c5
p10820	t278
p4842	a5324
p5715	t541
p121	c1
p874	t43
p10652	t53
p6260	t392
p13182	t826
p5510	t222
p8532	t218
p11546	a10881
p1726	t4
p12249	a13980
p9092	t702
p13143	t345
p1082	a3068
p4674	c7
p5743	a1876
p12739	t434
p8824	t108
p513	a1159
p12048	t416
p14128	t51
p8505	t263
p7650	a5401
p9602	t442
p12001	t2254
p1781	t33
p10117	t1500
p641	a2426
p1206	t3698
p14073	t370
p713	t60
p338	a1811
p1455	t395
p7781	t426
p160	t1493
p12182	t33
p11984	a381
p3879	a5809
p6694	t537
p3763	t338
p10079	t211
p12884	t601
p6729	t502
p2522	t3188
p7131	t3363
p10121	t2944
p3520	t263
p11427	t5093
p5306	a1673
p7209	t1088
p10768	a3352
p7635	a10866
p5742	t4091
p3592	t709
p7374	t120
p1682	t43
p8612	t939
p3540	t345
p5349	c9
p4532	t1422
p404	t626
p2185	t4135
p11893	c17
p4707	a1508
p9049	t106
p12615	a14088
p8448	a11728
p12624	t2363
p4590	t4961
p6821	t12
p8796	t1969
p7601	t263
p2049	t52
p195	c1
p4786	a5552
p13643	t4048
p5100	t783
p5428	a1267
p3475	t10
p312	t106
p10668	t504
p6571	t60
p3860	c7
p4368	t915
p6727	t78
p2900	a10035
p8996	t1749
p4657	a10234
p4405	t36
p4987	c8
p10815	t345
p4468	c7
p10331	t4307
p12976	t115
p8866	t144
p66	t1150
p8470	t142
p3108	t1
p5707	t19
p11031	c16
p3945	t33
p13847	t2731
p6602	t203
p641	t4
p5121	c8
p3245	t106
p8351	t4
p10175	t392
p8421	t629
p2056	t122
p6830	t279
p8283	c11
p3145	t3424
p7681	t33
p9816	t19
p9334	t148
p1037	t966
p11592	t392
p12866	t127
p6056	a6929
p10036	t410
p13295	a13058
p3735	t537
p2767	t24
p4018	a7696
p3454	a1752
p4583	t7150
p14205	t566
p1668	t539
p8491	t19
p12138	a6777
p5124	t93
p13835	t1
p12481	t520
p12416	t1439
p10540	c16
p8961	t144
p7325	t1258
p12721	t159
p4315	a4605
p12548	a9352
p9846	a7624
p10852	a13564
p7468	t181
p12605	a6910
p6572	a1360
p8468	t481
p6314	t142
p1883	t345
p11443	t1
p11960	a4643
p6907	a3963
p2407	a8962
p2706	t60
p8572	t417
